ID,RiskScore
0,31.71505430155059
1,53.590021783988384
2,31.297211462549058
3,36.30132331082571
4,31.90840961680614
5,69.37020603587828
6,30.24885221067682
7,29.342053125907945
8,34.17079225029569
9,58.10096050926064
10,33.09206428423525
11,31.037677929258155
12,63.83377633713356
13,32.99401413782494
14,33.737473845412836
15,60.606722785563335
16,18.783411671713797
17,33.13124889422508
18,65.24753943310675
19,51.94387728935203
20,73.33752527043214
21,30.01643026368971
22,69.1274277187832
23,42.80637406978076
24,48.34913034605104
25,28.743832821124066
26,32.39790144198282
27,26.87632881201441
28,57.75867723707547
29,57.77390522263552
30,29.02429464288149
31,66.23371182081786
32,32.51718946858907
33,29.764784753810282
34,37.87554767620864
35,36.7429043008496
36,70.78985310367693
37,55.352838628064575
38,49.76575039215619
39,75.20986969856605
40,69.39135620609194
41,43.55878129446451
42,86.25431167196797
43,22.32787208517441
44,53.44801594401828
45,29.710158334436382
46,35.6574655148682
47,69.86130674166725
48,29.288856391008608
49,39.018507072906935
50,62.89673177013856
51,57.79145441801697
52,41.291488988533146
53,27.92472718897013
54,34.424646124756535
55,38.812065247600515
56,70.63764770786734
57,34.86337110507501
58,43.63120338079099
59,58.36150002228777
60,69.04843671699803
61,46.73311636660446
62,30.590919184667918
63,87.83796064560056
64,27.66186865126435
65,36.865543770774664
66,60.34095281082224
67,66.91609577901741
68,36.687163567304346
69,70.3506144701189
70,33.33850856193216
71,39.10404367905403
72,50.72839156906928
73,49.60150369229475
74,49.970759745793
75,66.39849197022822
76,68.5134007792683
77,24.582226871934488
78,54.9955221023098
79,60.83230526923826
80,73.28607603685371
81,54.13991078826784
82,61.22731010721485
83,32.877104893803605
84,72.32434550471908
85,76.24937325024683
86,59.51214197659293
87,26.503334265073228
88,34.246547448311354
89,67.00752927499838
90,34.82497349690973
91,43.10117018106736
92,37.87482248304565
93,30.695213725973453
94,45.58434984890113
95,38.34130608083592
96,34.852339689761415
97,69.05603573789567
98,42.25283677114612
99,63.40558452703602
100,30.971550395334468
101,31.7396866782944
102,69.31084413147941
103,80.18636836988054
104,30.454965834739745
105,79.75361094950779
106,76.40281001169889
107,70.19456772877945
108,37.85713268219876
109,69.58105407534683
110,48.942554318578715
111,69.26079728638427
112,80.81576353216293
113,65.56992220543617
114,68.591270679319
115,31.645547813037307
116,70.77576699772469
117,56.10690337984324
118,41.2160728269639
119,42.25370329483153
120,24.13458654322972
121,72.13287673418591
122,31.540122499336373
123,52.59058801308872
124,35.08309772976662
125,61.983430129558016
126,23.619545786707917
127,30.427997262933086
128,33.25764604143468
129,67.17683833509611
130,30.313623114030605
131,70.40495158176475
132,73.2927288690218
133,79.45381060036581
134,26.12561091280916
135,35.35053160013899
136,23.019923445916238
137,40.03492886798334
138,32.88892749884876
139,49.648947302001275
140,38.90547869599657
141,39.44001742679443
142,30.08246082986052
143,25.527234450382693
144,64.1557552197641
145,30.706726390707807
146,46.74137967510353
147,63.24661812471135
148,66.10801331889998
149,64.75305476857558
150,43.208869866599606
151,34.25690814087804
152,78.85292902344555
153,47.93009899735483
154,66.89372301914935
155,33.4708236300962
156,69.97090130017264
157,64.7930605220849
158,65.17712340672439
159,71.77307531890851
160,35.08888466347737
161,37.90349936664891
162,68.77511783782518
163,39.26598772097422
164,45.07791704373206
165,50.41332952605809
166,36.98644527990269
167,33.43747094564854
168,39.90326214416543
169,31.570943752626896
170,37.7740635986653
171,50.685393630024066
172,67.07641717854897
173,44.808234625253846
174,31.307595138611617
175,58.65356964346152
176,48.07787990157313
177,37.79175624913015
178,41.00713143279592
179,71.51830154665444
180,48.28947329239641
181,30.04520287191942
182,62.35430217617981
183,68.55700473342233
184,73.67212046765599
185,65.2573866400171
186,74.46888849568344
187,56.9979284928157
188,34.60741627393478
189,26.741206829672635
190,32.24431212728402
191,70.84901676229359
192,54.56958570711524
193,30.550610628418454
194,69.3188413541782
195,25.820679502056933
196,32.43001697571309
197,63.72272839797505
198,63.66676961742688
199,35.44228184179387
200,29.779241253810916
201,53.67889532982253
202,33.38074243920925
203,33.64486139873243
204,70.61222378179627
205,57.63406414524013
206,64.93215998255044
207,38.436044488405756
208,52.327211963090164
209,56.70383917973767
210,32.404792691219896
211,29.717277612966893
212,74.25861892812199
213,62.5896023029789
214,38.41278195301355
215,59.16493196901208
216,63.01061113414745
217,64.65560549017087
218,49.840322785716154
219,30.5967787766496
220,31.82690470582546
221,32.85008617543753
222,27.554640317048484
223,54.48504170708895
224,27.54609365536615
225,65.8765362001515
226,60.693578807763984
227,33.278240956222604
228,39.45696350821449
229,39.07922123552166
230,49.026968361769924
231,50.49426917877314
232,37.93675000831264
233,46.118086857572536
234,78.43843610511969
235,63.68599517953161
236,30.196396520412407
237,49.77842312493539
238,66.99611906546593
239,31.62029809666188
240,70.23073802752992
241,65.76260942435908
242,39.91921974521563
